aX,aY,aZ,gX,gY,gZ
-0.354,-0.297,1.453,-222.717,-72.021,-15.015
-0.281,-0.192,1.412,-233.887,-68.237,-17.761
-0.239,-0.133,1.374,-233.765,-78.857,-18.616
-0.212,-0.047,1.292,-228.149,-86.548,-16.907
-0.215,-0.038,1.279,-222.229,-90.088,-15.320
-0.166,-0.021,1.235,-228.210,-84.900,-14.465
-0.117,0.011,1.155,-244.751,-84.229,-4.150
-0.075,0.066,0.940,-243.469,-95.032,3.479
-0.095,0.065,0.864,-222.229,-122.864,13.794
-0.174,0.003,0.764,-215.576,-128.784,15.808
-0.219,0.007,0.680,-217.773,-125.671,15.442
-0.253,0.046,0.593,-221.130,-114.258,4.822
-0.283,0.095,0.481,-220.337,-104.309,-2.136
-0.256,0.125,0.451,-226.990,-82.825,-6.165
-0.147,0.201,0.283,-231.140,-81.116,-0.793
-0.204,0.233,0.041,-216.125,-110.901,17.029
-0.293,0.221,-0.031,-195.862,-121.155,19.287
-0.347,0.201,-0.045,-163.818,-100.220,6.104
-0.311,0.211,-0.000,-161.499,-83.801,-0.916
-0.249,0.288,-0.130,-167.725,-71.838,0.000
-0.271,0.322,-0.251,-153.198,-82.520,13.855
-0.406,0.354,-0.408,-132.019,-88.501,15.747
-0.468,0.349,-0.403,-95.642,-74.219,4.822
-0.499,0.383,-0.338,-92.102,-55.725,-3.357
-0.477,0.454,-0.323,-96.252,-23.376,-14.526
-0.439,0.652,-0.288,-89.722,-17.639,-15.686
-0.429,0.736,-0.250,-58.655,-25.574,-10.254
-0.419,0.815,-0.250,-44.922,-35.400,-2.686
-0.526,0.718,-0.419,-30.701,-55.176,19.958
-0.603,0.643,-0.551,-33.997,-55.542,28.748
-0.697,0.588,-0.769,-49.500,-32.349,34.119
-0.704,0.598,-0.820,-47.852,-20.081,31.860
-0.684,0.627,-0.774,-13.855,-12.268,22.949
-0.676,0.620,-0.692,27.588,-14.404,16.052
-0.687,0.608,-0.515,36.560,-10.193,12.878
-0.681,0.626,-0.458,37.598,10.681,2.747
-0.620,0.673,-0.403,37.354,22.766,-1.892
-0.580,0.667,-0.409,41.809,36.560,-4.089
-0.547,0.610,-0.523,47.607,35.339,-1.343
-0.584,0.569,-0.584,57.434,30.640,1.648
-0.641,0.478,-0.546,78.308,37.415,-2.319
-0.614,0.456,-0.470,77.332,69.275,-18.188
-0.503,0.507,-0.375,72.449,83.740,-23.804
-0.446,0.545,-0.359,81.909,93.994,-25.879
-0.338,0.564,-0.325,98.572,89.233,-23.193
-0.291,0.543,-0.292,119.019,79.956,-17.761
-0.282,0.448,-0.178,154.907,58.105,1.160
-0.341,0.387,-0.094,163.147,61.340,14.526
-0.478,0.294,0.114,154.785,83.069,10.132
-0.463,0.306,0.223,138.672,137.207,-19.043
-0.278,0.419,0.435,145.752,142.944,-31.067
-0.175,0.454,0.539,182.129,96.924,-20.996
-0.204,0.394,0.605,195.496,58.350,1.099
-0.410,0.294,0.589,192.932,31.494,25.818
-0.643,0.172,0.675,176.086,68.604,7.385
-0.542,0.233,0.778,149.231,157.349,-46.631
-0.155,0.414,1.059,151.733,162.537,-53.955
-0.059,0.437,1.109,165.039,70.801,-9.399
-0.337,0.290,0.794,169.617,11.719,22.217
-0.583,0.151,0.627,173.340,2.869,24.841
-0.692,0.012,0.770,164.185,60.547,-9.705
-0.502,0.088,0.986,135.132,170.227,-70.496
-0.078,0.312,1.308,133.484,166.138,-72.449
-0.047,0.349,1.266,140.808,59.875,-24.597
-0.275,0.262,0.787,143.127,9.949,2.136
-0.436,0.150,0.566,157.410,-1.038,8.728
-0.561,-0.047,0.703,160.461,47.974,-15.381
-0.404,-0.041,0.954,139.832,164.917,-69.885
-0.009,0.171,1.386,131.897,172.119,-76.050
0.069,0.261,1.431,124.817,82.703,-33.936
-0.055,0.244,1.097,119.568,33.936,-3.113
-0.151,0.153,0.892,116.577,20.630,25.635
-0.228,-0.033,0.870,126.831,45.532,16.846
-0.191,-0.088,1.082,154.541,89.111,-16.174
-0.038,-0.105,1.514,155.212,92.102,-23.132
0.007,-0.099,1.564,129.456,56.702,-6.348
-0.020,-0.101,1.315,113.831,33.691,8.362
-0.037,-0.126,1.136,94.421,18.738,27.344
-0.057,-0.205,0.947,95.520,23.743,26.733
-0.050,-0.227,1.012,116.943,41.687,3.723
0.078,-0.228,1.280,121.887,49.438,-4.944
0.136,-0.233,1.315,107.178,36.804,6.409
0.108,-0.261,1.133,97.473,21.423,17.700
-0.166,-0.251,1.179,87.280,28.259,18.372
-1.320,-0.545,2.958,45.959,116.272,-21.240
-0.347,-0.583,2.716,-110.840,203.430,-92.590
0.679,0.597,1.097,-73.059,26.733,-57.739
0.574,0.545,0.658,51.575,-139.832,34.241
0.189,-0.107,0.645,38.635,-76.172,51.697
-0.030,-0.238,0.810,13.916,4.150,41.809
-0.313,-0.444,1.141,18.127,3.174,30.029
-0.290,-0.445,1.101,3.052,-9.216,3.723
-0.142,-0.255,0.839,-1.953,-8.423,-3.845
-0.097,-0.230,0.819,2.502,13.916,-7.751
-0.062,-0.255,0.966,2.380,24.658,-9.216
-0.042,-0.253,1.020,-1.404,22.583,-11.719
-0.002,-0.213,1.021,-2.380,15.259,-11.230
0.006,-0.195,0.994,-3.662,7.751,-7.446
-0.003,-0.184,0.988,-4.578,7.690,-5.127
-0.005,-0.180,1.004,-4.456,5.432,-0.488
0.007,-0.162,1.009,-2.014,2.197,1.465
0.017,-0.167,0.997,5.737,-3.723,4.150
0.016,-0.185,0.996,8.911,-5.005,4.822
0.008,-0.210,0.997,10.742,-7.080,5.371
-0.023,-0.242,0.984,9.033,-8.301,5.798
-0.036,-0.247,0.971,4.089,-6.714,6.226
-0.046,-0.247,0.965,2.319,-4.150,6.104
-0.047,-0.245,0.968,-0.549,0.366,4.517
-0.046,-0.238,0.969,-1.404,1.404,3.052
-0.031,-0.220,0.971,-0.916,2.380,-0.061
-0.020,-0.211,0.978,-0.061,2.747,-0.977
-0.010,-0.207,0.985,0.549,2.747,-0.366
-0.000,-0.202,0.997,0.427,2.014,0.854

-0.339,-0.495,1.849,-68.970,-55.847,11.169
-0.313,-0.465,1.898,-147.644,-32.227,-4.150
-0.194,-0.343,1.845,-174.255,-32.227,-7.568
-0.180,-0.206,1.716,-187.866,-67.688,-4.089
-0.214,-0.200,1.709,-180.420,-96.985,-2.319
-0.258,-0.233,1.760,-185.059,-99.304,-4.211
-0.250,-0.213,1.764,-207.703,-100.891,-7.874
-0.208,-0.130,1.662,-219.788,-106.079,-5.310
-0.226,-0.101,1.561,-232.239,-120.239,3.296
-0.275,-0.066,1.370,-232.788,-124.695,3.662
-0.271,-0.044,1.279,-237.061,-122.681,2.014
-0.241,0.007,1.091,-237.915,-121.582,3.174
-0.253,0.015,1.035,-230.103,-122.620,3.845
-0.209,0.023,1.025,-225.342,-121.155,1.404
-0.165,0.020,0.986,-225.464,-125.732,2.747
-0.166,0.049,0.744,-230.957,-128.784,5.554
-0.176,0.071,0.615,-232.361,-126.282,6.348
-0.149,0.077,0.420,-228.943,-121.277,5.371
-0.163,0.090,0.337,-220.276,-111.145,1.770
-0.215,0.114,0.315,-214.050,-102.295,-4.333
-0.195,0.136,0.311,-215.759,-66.711,-12.024
-0.077,0.247,0.253,-218.262,-65.613,-8.972
-0.085,0.300,0.178,-190.552,-89.111,9.216
-0.248,0.274,0.051,-169.128,-96.069,17.395
-0.313,0.235,0.015,-145.935,-98.206,17.334
-0.402,0.218,-0.103,-147.766,-90.698,13.916
-0.401,0.290,-0.233,-152.649,-72.205,5.920
-0.408,0.331,-0.265,-146.118,-66.833,4.944
-0.479,0.358,-0.284,-122.009,-60.303,9.521
-0.535,0.367,-0.304,-112.183,-59.387,11.108
-0.630,0.434,-0.388,-102.478,-51.636,8.972
-0.635,0.487,-0.414,-98.633,-29.968,-0.366
-0.547,0.582,-0.427,-100.159,-16.846,-1.526
-0.489,0.626,-0.457,-98.755,-8.484,10.803
-0.498,0.647,-0.608,-87.830,-18.311,22.705
-0.595,0.615,-0.690,-45.166,-44.250,39.612
-0.746,0.519,-0.737,-20.996,-49.133,37.598
-0.732,0.480,-0.709,7.080,-46.265,25.452
-0.723,0.471,-0.681,14.404,-42.053,20.508
-0.728,0.505,-0.634,26.184,-21.362,5.920
-0.719,0.558,-0.569,33.508,-9.949,-4.700
-0.675,0.616,-0.368,53.040,26.733,-14.771
-0.672,0.626,-0.290,59.631,38.391,-18.433
-0.602,0.676,-0.173,59.753,47.913,-28.503
-0.513,0.705,-0.124,46.570,43.335,-22.400
-0.430,0.756,-0.247,40.344,34.485,-8.606
-0.467,0.739,-0.385,54.993,15.015,15.747
-0.602,0.608,-0.511,73.486,11.536,17.090
-0.665,0.542,-0.468,98.206,34.729,0.305
-0.655,0.490,-0.278,99.060,56.946,-13.855
-0.552,0.512,-0.167,89.233,84.473,-29.663
-0.358,0.601,-0.074,84.595,79.895,-22.400
-0.349,0.624,-0.133,93.933,52.063,8.301
-0.509,0.561,-0.276,112.366,42.725,15.991
-0.601,0.486,-0.269,154.907,60.120,0.488
-0.634,0.356,-0.055,165.222,88.928,-17.761
-0.489,0.353,0.164,150.757,138.245,-45.166
-0.177,0.481,0.475,131.531,133.362,-34.668
-0.199,0.519,0.440,115.662,83.618,16.602
-0.465,0.423,0.264,131.836,66.650,25.513
-0.574,0.341,0.305,185.364,76.599,-6.653
-0.592,0.175,0.585,196.350,109.619,-31.555
-0.408,0.191,0.810,170.471,162.476,-61.646
-0.042,0.382,1.037,146.118,143.433,-46.021
-0.088,0.410,0.907,133.606,46.448,19.653
-0.507,0.216,0.616,154.297,18.250,31.799
-0.640,0.073,0.733,184.387,61.523,-18.005
-0.464,0.067,1.208,164.551,116.394,-50.903
-0.220,0.222,1.409,108.887,156.555,-66.589
-0.005,0.467,1.347,94.360,116.577,-42.053
-0.103,0.461,1.063,103.943,8.240,11.780
-0.395,0.318,0.527,123.169,-18.188,17.456
-0.471,0.232,0.445,146.790,18.982,-6.409
-0.467,0.125,0.582,142.151,67.993,-24.780
-0.366,0.136,0.737,126.465,152.771,-61.157
-0.042,0.244,1.131,123.169,161.682,-67.749
0.038,0.292,1.229,113.037,109.985,-36.255
-0.059,0.276,1.022,109.619,75.073,-10.132
-0.173,0.188,0.864,126.587,49.194,12.085
-0.296,-0.004,0.906,142.883,64.331,-0.793
-0.232,-0.038,1.112,162.964,113.342,-38.940
-0.008,-0.020,1.517,163.208,117.859,-44.861
0.047,-0.015,1.576,143.372,68.909,-21.912
-0.009,-0.056,1.338,126.343,34.119,-2.502
-0.079,-0.089,1.155,103.149,3.052,20.752
-0.130,-0.142,1.065,100.281,17.822,15.320
-0.063,-0.146,1.170,107.178,65.186,-12.207
0.122,-0.154,1.367,108.704,68.604,-16.907
0.146,-0.163,1.358,91.736,35.706,2.563
0.079,-0.197,1.118,79.041,20.813,15.564
0.050,-0.214,0.970,70.190,14.771,25.330
-0.712,-0.091,1.579,84.229,27.344,18.799
-0.999,-0.188,2.614,62.134,178.101,-56.946
0.312,-0.226,2.424,-5.066,194.031,-85.022
0.605,0.141,1.482,-34.912,-75.867,-7.507
0.245,0.113,0.394,-12.146,-149.780,35.889
0.092,-0.069,0.292,-6.165,-62.866,44.922
-0.046,-0.198,0.520,11.353,-13.000,29.602
-0.249,-0.359,1.194,63.660,11.169,6.042
-0.252,-0.401,1.404,53.589,20.264,-3.601
-0.157,-0.342,1.383,-8.911,28.748,-12.268
0.021,-0.145,0.952,-18.921,13.611,-8.545
0.024,-0.156,0.773,0.977,1.160,-4.578
0.020,-0.185,0.857,15.198,19.653,-11.047
0.020,-0.222,1.095,16.418,20.142,-12.207
0.034,-0.217,1.134,8.057,5.005,-7.263
0.056,-0.165,1.039,2.808,-4.517,-1.587
0.049,-0.154,0.982,0.793,-14.465,8.362
0.006,-0.180,0.945,2.258,-14.221,10.010
-0.021,-0.202,0.957,9.094,-12.512,7.202
-0.051,-0.247,0.995,11.841,-11.841,4.944
-0.053,-0.259,0.995,7.690,-6.042,3.723
-0.051,-0.251,0.970,4.150,-2.869,3.784
-0.047,-0.243,0.967,0.244,1.770,2.014
-0.024,-0.234,0.983,-0.488,3.235,0.793
-0.012,-0.227,0.990,-0.183,0.854,-1.526
0.014,-0.212,0.995,0.549,-1.404,-2.502
0.023,-0.202,0.998,-0.916,-1.465,-2.075
0.024,-0.186,1.000,-1.770,-1.282,-0.305

-0.187,-0.519,2.177,-76.538,-11.780,-12.756
-0.095,-0.462,2.227,-162.415,-11.963,-16.541
0.057,-0.263,2.060,-193.237,-27.832,-8.789
0.010,-0.195,1.854,-211.426,-74.097,12.695
-0.052,-0.199,1.791,-204.346,-102.356,20.264
-0.161,-0.211,1.746,-202.515,-107.910,18.127
-0.182,-0.224,1.740,-214.783,-111.877,12.878
-0.181,-0.208,1.646,-230.530,-113.098,12.939
-0.175,-0.166,1.521,-247.925,-115.356,15.625
-0.159,-0.078,1.168,-266.357,-125.305,24.231
-0.176,-0.048,1.004,-249.634,-142.822,23.926
-0.217,-0.036,0.822,-239.929,-143.311,18.494
-0.181,-0.022,0.754,-250.488,-114.197,11.841
-0.080,0.053,0.580,-259.521,-101.318,14.587
-0.054,0.081,0.509,-254.333,-94.177,25.208
-0.069,0.102,0.432,-245.422,-99.609,29.114
-0.102,0.116,0.362,-235.962,-103.760,26.733
-0.120,0.199,0.205,-229.492,-99.304,25.574
-0.150,0.225,0.144,-208.740,-92.163,26.672
-0.187,0.259,0.090,-203.491,-86.243,26.733
-0.205,0.292,0.115,-191.650,-83.618,23.560
-0.212,0.364,0.113,-188.293,-73.608,22.339
-0.203,0.389,0.056,-176.208,-68.420,28.870
-0.278,0.420,-0.106,-161.255,-80.200,33.997
-0.358,0.406,-0.143,-124.573,-103.638,33.325
-0.487,0.361,-0.093,-115.051,-102.295,27.588
-0.498,0.393,-0.041,-124.878,-69.641,17.151
-0.495,0.448,-0.057,-129.761,-50.476,11.841
-0.503,0.584,-0.054,-119.507,-52.368,10.437
-0.476,0.617,-0.002,-99.304,-57.495,13.794
-0.406,0.621,0.104,-101.196,-59.570,20.386
-0.401,0.628,0.070,-124.817,-64.209,39.185
-0.440,0.592,-0.248,-134.033,-68.542,49.866
-0.482,0.540,-0.483,-124.207,-81.848,63.171
-0.520,0.454,-0.905,-104.126,-92.957,63.843
-0.528,0.410,-1.007,-44.922,-105.347,65.796
-0.644,0.274,-1.078,-20.447,-95.947,64.880
-0.729,0.251,-1.068,6.958,-56.335,47.791
-0.834,0.295,-0.877,18.555,-26.306,35.583
-0.859,0.429,-0.597,36.377,23.010,4.578
-0.851,0.529,-0.462,43.701,39.063,-10.376
-0.795,0.697,-0.114,59.570,53.955,-32.654
-0.748,0.747,0.060,60.669,56.030,-37.842
-0.715,0.794,0.153,37.842,49.072,-31.799
-0.702,0.866,0.014,24.048,40.344,-24.231
-0.712,0.802,-0.287,22.705,20.142,-10.010
-0.746,0.727,-0.398,33.386,12.634,-6.287
-0.788,0.577,-0.503,55.298,17.395,-14.038
-0.747,0.539,-0.469,59.448,38.269,-34.851
-0.579,0.565,-0.329,53.040,44.617,-39.978
-0.505,0.614,-0.319,43.396,46.265,-37.964
-0.442,0.681,-0.447,36.072,38.147,-19.531
-0.449,0.668,-0.524,48.462,29.297,-9.216
-0.512,0.564,-0.580,98.145,14.709,1.831
-0.543,0.492,-0.518,124.756,15.625,1.038
-0.542,0.371,-0.224,152.649,35.522,-10.925
-0.515,0.364,-0.089,145.203,52.673,-17.029
-0.474,0.403,-0.023,111.938,83.252,-20.569
-0.409,0.503,-0.112,112.244,87.097,-18.433
-0.461,0.436,-0.122,169.006,63.416,-18.005
-0.490,0.331,0.024,219.177,57.434,-24.231
-0.460,0.189,0.427,207.275,75.439,-28.137
-0.394,0.234,0.549,136.902,117.004,-28.442
-0.239,0.410,0.550,113.647,120.178,-21.484
-0.239,0.446,0.484,146.301,78.735,-7.324
-0.417,0.323,0.473,189.392,51.636,-9.399
-0.503,0.219,0.590,222.046,68.420,-30.212
-0.341,0.162,0.984,194.336,104.187,-41.992
-0.151,0.282,1.061,119.385,129.883,-28.870
-0.047,0.429,0.879,113.831,99.060,-11.047
-0.179,0.391,0.797,177.490,18.494,6.653
-0.452,0.140,1.058,200.317,16.113,-0.488
-0.402,0.110,1.255,185.547,51.453,-14.648
-0.113,0.360,1.360,110.046,112.244,-28.992
-0.061,0.448,1.249,91.675,95.093,-16.907
-0.260,0.418,0.868,100.403,19.775,19.897
-0.383,0.347,0.748,116.516,-0.732,26.489
-0.469,0.256,0.735,132.446,26.794,12.817
-0.485,0.153,0.908,124.146,58.716,-2.686
-0.411,0.182,0.988,96.252,99.548,-27.222
-0.253,0.290,1.057,88.440,96.680,-27.161
-0.221,0.303,1.032,82.703,67.566,-3.296
-0.297,0.232,0.810,81.299,56.946,10.681
-0.370,0.168,0.697,95.337,64.270,12.329
-0.402,0.038,0.757,109.802,80.200,-2.197
-0.354,-0.010,0.913,128.784,115.417,-32.959
-0.197,-0.027,1.263,128.296,127.441,-42.358
-0.100,0.001,1.367,118.103,115.479,-41.382
-0.019,0.017,1.308,113.342,92.834,-29.785
-0.043,0.002,1.209,104.614,57.983,-9.644
-0.077,-0.035,1.088,103.699,57.861,-9.827
-0.069,-0.049,1.105,122.375,65.796,-25.269
0.013,-0.078,1.264,132.263,68.726,-32.104
0.078,-0.093,1.317,125.671,65.125,-26.978
-0.142,-0.029,1.405,116.882,55.786,-15.991
-0.719,0.066,2.001,108.459,112.854,-30.823
-0.235,-0.184,2.952,62.256,195.129,-71.655
0.552,-0.035,2.222,-32.532,72.205,-56.274
0.590,0.363,0.708,-14.648,-75.256,-4.150
0.369,0.193,0.428,23.315,-118.652,49.744
0.142,-0.142,0.431,27.161,-59.631,46.997
0.023,-0.239,0.580,58.960,3.357,30.640
-0.354,-0.452,1.120,69.092,10.010,19.287
-0.410,-0.504,1.312,22.034,44.800,-18.982
-0.127,-0.311,1.190,-7.935,54.199,-32.654
0.012,-0.172,1.019,-12.451,25.635,-31.982
0.108,-0.098,0.866,-2.136,16.602,-26.062
0.092,-0.128,0.988,3.418,25.696,-17.761
0.078,-0.146,1.070,3.174,27.283,-14.587
0.066,-0.163,1.104,2.808,9.521,-6.348
0.064,-0.158,1.059,-0.305,-10.132,4.150
0.048,-0.157,0.972,-1.343,-14.343,8.301
0.033,-0.163,0.960,1.160,-14.893,11.108
0.018,-0.175,0.987,4.578,-14.404,10.193
0.008,-0.193,1.004,8.972,-14.343,8.606
-0.024,-0.237,0.991,7.080,-11.658,8.484
-0.035,-0.240,0.971,-0.244,-4.028,6.470
-0.029,-0.219,0.967,-2.075,-1.343,4.395
-0.009,-0.203,0.979,-3.540,1.587,-0.854

-0.216,0.882,1.083,-90.210,54.321,-20.325
-0.115,0.590,0.926,53.040,32.410,27.283
-0.513,0.715,0.915,73.059,23.376,24.597
-0.567,0.912,0.391,246.338,102.417,-3.174
0.155,-0.317,1.118,316.528,125.671,-27.466
0.091,-0.408,1.938,150.513,64.331,-29.114
-0.089,0.025,1.797,45.776,45.044,5.493
-0.136,0.087,1.401,-15.747,5.127,54.932
-0.285,0.101,0.924,-1.709,-14.404,56.885
-0.329,0.088,0.872,29.358,-5.432,29.907
-0.225,0.126,0.923,38.391,16.418,11.108
-0.132,0.164,0.970,53.528,44.189,-4.822
-0.032,0.160,1.029,60.730,42.786,-1.648
-0.012,0.139,0.999,66.528,35.950,12.207
-0.015,0.078,0.866,67.505,35.522,19.287
-0.022,0.030,0.799,72.144,33.936,29.114
-0.057,-0.073,0.681,75.989,33.569,31.494
-0.203,-0.073,0.652,109.253,38.025,31.250
-1.206,0.214,1.477,162.476,63.843,16.907
-1.153,0.078,2.141,238.403,223.877,-82.214
0.283,-0.502,2.288,190.002,251.709,-125.183
0.641,-0.413,1.868,29.053,95.398,-70.068
0.448,0.048,0.993,-18.433,4.883,-17.578
0.320,0.072,0.724,-23.621,-49.927,26.611
0.168,-0.105,0.632,-0.244,-38.391,25.391
0.096,-0.183,0.776,51.575,-13.672,5.188
-0.008,-0.253,1.138,59.204,-9.033,-6.104
-0.016,-0.271,1.238,33.203,10.132,-11.292
0.034,-0.281,1.155,15.503,16.174,-4.272
0.036,-0.261,1.049,-3.479,7.385,8.057
0.003,-0.249,0.894,-3.357,2.808,6.348
-0.013,-0.250,0.883,7.263,-2.258,-7.019
-0.026,-0.248,0.962,11.230,-2.197,-12.390
0.006,-0.233,1.031,7.141,5.249,-15.320
0.026,-0.212,1.038,1.587,7.690,-14.465
0.044,-0.188,1.026,-4.761,4.272,-9.155
0.070,-0.160,0.982,-3.723,0.610,-5.066
0.047,-0.187,0.969,0.000,-2.625,1.892
0.027,-0.205,0.973,0.610,-1.648,3.235
0.005,-0.224,0.981,1.282,2.197,2.441
0.007,-0.228,0.984,1.709,4.517,0.549
0.017,-0.227,0.986,1.221,3.479,0.000
0.023,-0.222,0.984,0.244,1.709,-0.549
0.027,-0.213,0.983,-1.282,-3.235,-2.319
0.033,-0.192,0.977,-1.648,-4.578,-2.686
0.040,-0.170,0.972,-1.526,-1.770,-1.709
0.042,-0.170,0.972,0.610,5.371,-0.183
0.041,-0.191,0.993,2.075,7.324,0.854
0.039,-0.197,0.998,3.113,4.700,1.526
0.033,-0.211,0.988,2.991,1.770,1.404
0.035,-0.213,0.978,0.488,-0.977,1.160
0.036,-0.198,0.976,-1.221,-0.549,1.465
0.034,-0.192,0.976,0.549,0.244,2.441
0.027,-0.203,0.971,3.296,0.305,2.319
0.026,-0.212,0.974,6.592,0.610,0.366
0.027,-0.223,0.980,6.348,0.916,-1.038
0.028,-0.222,0.984,3.235,2.625,-2.014
0.031,-0.214,0.982,1.892,3.845,-1.709
0.032,-0.209,0.977,2.808,4.150,-1.526
0.028,-0.203,0.969,4.883,2.747,-1.831
0.022,-0.204,0.967,9.399,-0.244,-5.005
0.015,-0.227,0.960,11.658,-1.099,-6.531
0.019,-0.240,0.968,13.245,-1.282,-6.836
0.033,-0.258,0.990,11.108,-0.366,-5.981
0.036,-0.250,0.989,4.578,2.258,-2.625
0.040,-0.230,0.972,4.028,2.563,-1.343
0.035,-0.230,0.978,7.141,1.343,-0.793
0.028,-0.255,0.998,7.751,0.793,-1.709
0.035,-0.259,0.989,4.639,-0.977,-2.625
0.042,-0.243,0.969,2.869,-1.953,-2.197
0.042,-0.237,0.966,2.258,-2.075,-0.366
0.045,-0.233,0.981,2.747,-1.831,0.488
0.042,-0.233,0.985,3.113,-2.197,1.526
0.037,-0.229,0.972,2.563,-1.953,1.892
0.033,-0.230,0.968,1.465,0.488,2.441
0.029,-0.242,0.974,1.587,1.343,2.502
0.027,-0.249,0.978,2.380,0.610,1.770
0.034,-0.246,0.978,1.831,-0.122,1.465
0.039,-0.242,0.978,-0.305,-1.160,1.404
0.039,-0.243,0.984,-0.916,-1.892,1.709
0.037,-0.241,0.985,0.488,-5.066,2.869
0.028,-0.236,0.973,1.648,-6.836,3.357
0.021,-0.241,0.967,1.953,-6.409,3.296
0.013,-0.254,0.964,0.549,-3.967,2.625
0.011,-0.257,0.968,-1.221,-0.793,2.136
0.013,-0.255,0.969,-2.930,3.418,1.038
0.024,-0.243,0.973,-2.747,3.662,0.305
0.032,-0.237,0.976,-2.319,1.648,-0.122
0.039,-0.236,0.986,-2.686,-0.122,0.183
0.040,-0.235,0.982,-2.197,-3.906,0.549
0.032,-0.228,0.970,-1.038,-5.066,0.854
0.028,-0.230,0.966,1.160,-3.357,1.587
0.022,-0.242,0.961,2.197,-1.465,1.648
0.019,-0.251,0.966,3.601,1.526,0.244
0.019,-0.261,0.984,2.686,2.808,-0.610
0.022,-0.255,0.987,-0.610,2.563,-1.160
0.028,-0.236,0.977,-1.282,0.977,-1.099
0.030,-0.231,0.972,-0.305,-0.793,-0.183
0.034,-0.237,0.972,0.366,-0.732,0.366
0.032,-0.243,0.974,1.282,-0.122,1.099
0.022,-0.254,0.972,1.038,0.671,1.099
0.019,-0.255,0.970,0.183,1.892,-0.122
0.019,-0.247,0.980,-0.183,1.648,-0.916
0.023,-0.242,0.982,-0.671,-0.244,-1.465
0.036,-0.232,0.972,-0.793,-0.977,-0.854
0.040,-0.231,0.969,-0.610,-1.221,1.221
0.037,-0.231,0.972,-0.427,-0.977,2.502
0.030,-0.231,0.972,0.427,-1.099,3.723
0.017,-0.250,0.967,1.038,-0.916,3.296
0.015,-0.256,0.967,0.549,0.916,1.587
0.018,-0.249,0.973,0.061,1.587,0.732
0.023,-0.244,0.977,0.916,0.549,-0.671
0.031,-0.244,0.982,1.160,-0.366,-0.610
0.033,-0.245,0.979,-0.366,-0.671,2.075
0.031,-0.245,0.970,-1.404,-0.305,3.418
0.029,-0.242,0.969,-0.977,0.122,4.333
0.026,-0.242,0.967,-0.122,0.488,3.662
0.025,-0.247,0.971,1.099,1.526,1.770
0.026,-0.252,0.980,0.732,2.075,1.038

-0.419,-0.779,1.981,-57.922,-65.491,-6.958
-0.301,-0.702,2.167,-140.564,18.494,-69.153
0.131,-0.416,2.276,-175.903,33.142,-77.759
0.282,-0.282,2.230,-210.449,-8.057,-54.138
0.224,-0.196,2.041,-211.731,-41.809,-34.790
-0.052,-0.228,1.858,-205.872,-82.458,-12.634
