aX,aY,aZ,gX,gY,gZ
-0.168,-0.226,1.759,-212.524,-78.125,-13.123
-0.307,-0.107,1.534,-217.712,-74.768,-14.343
-0.331,-0.063,1.437,-222.473,-75.317,-11.597
-0.349,-0.102,1.197,-238.586,-78.735,5.859
-0.339,-0.116,1.052,-249.084,-80.322,13.123
-0.263,-0.083,0.853,-252.014,-88.013,14.160
-0.218,-0.074,0.831,-239.929,-89.905,14.587
-0.103,-0.083,0.811,-241.394,-88.684,16.479
-0.048,-0.075,0.749,-252.991,-98.877,21.423
0.052,-0.036,0.576,-254.395,-111.145,23.865
0.073,-0.019,0.517,-246.948,-130.310,25.269
0.116,0.007,0.459,-241.760,-127.808,25.696
0.140,0.022,0.430,-233.887,-122.253,24.414
0.159,0.079,0.235,-232.605,-124.634,24.658
0.120,0.122,0.124,-225.525,-133.057,28.687
0.036,0.174,-0.005,-218.384,-121.948,29.297
-0.001,0.208,-0.049,-203.064,-89.722,24.414
-0.094,0.280,-0.097,-188.477,-78.979,19.592
-0.145,0.292,-0.100,-169.128,-61.340,14.099
-0.256,0.310,-0.145,-169.739,-52.734,16.113
-0.400,0.336,-0.287,-165.222,-47.607,23.560
-0.491,0.362,-0.373,-134.827,-49.622,20.996
-0.631,0.432,-0.447,-115.173,-43.579,16.052
-0.656,0.479,-0.431,-94.177,-22.949,5.981
-0.630,0.609,-0.429,-93.628,-21.545,3.723
-0.623,0.662,-0.479,-82.581,-44.983,13.977
-0.708,0.717,-0.634,-64.758,-54.871,21.240
-0.729,0.732,-0.652,-21.851,-42.908,17.639
-0.624,0.780,-0.515,-7.812,-28.687,10.498
-0.502,0.809,-0.442,3.052,-19.653,12.451
-0.526,0.798,-0.472,6.958,-24.841,19.104
-0.636,0.760,-0.503,20.752,-20.752,20.874
-0.668,0.751,-0.451,40.527,5.188,6.104
-0.672,0.767,-0.217,47.729,22.644,-2.136
-0.637,0.772,-0.041,50.232,49.805,-14.404
-0.485,0.792,0.200,38.513,51.025,-15.198
-0.446,0.829,0.140,7.874,23.132,-3.784
-0.501,0.843,-0.246,7.690,4.089,5.493
-0.565,0.795,-0.435,38.025,-19.287,17.090
-0.676,0.668,-0.611,55.481,-15.564,15.625
-0.689,0.618,-0.596,75.134,20.386,0.854
-0.634,0.580,-0.476,77.820,43.579,-8.667
-0.567,0.596,-0.388,82.642,76.294,-20.996
-0.405,0.632,-0.214,86.670,75.134,-19.348
-0.374,0.634,-0.179,97.900,45.837,-0.244
-0.442,0.580,-0.188,110.291,32.471,8.850
-0.488,0.529,-0.148,144.226,32.959,8.057
-0.483,0.441,0.082,155.945,47.119,1.221
-0.427,0.427,0.229,156.616,70.251,-8.728
-0.333,0.440,0.446,146.179,69.275,-6.470
-0.338,0.447,0.482,117.554,61.768,9.766
-0.397,0.414,0.443,108.643,65.552,13.733
-0.396,0.420,0.422,127.563,71.350,-4.150
-0.346,0.423,0.496,151.550,64.819,-14.587
-0.328,0.395,0.580,177.185,53.894,-12.634
-0.295,0.325,0.716,168.091,52.612,-4.700
-0.323,0.304,0.745,127.869,57.190,12.024
-0.387,0.271,0.710,114.746,72.205,10.315
-0.370,0.286,0.765,142.639,90.942,-19.409
-0.281,0.289,1.023,162.537,83.557,-31.738
-0.257,0.290,1.111,162.903,53.101,-24.719
-0.270,0.306,0.966,145.569,30.273,-10.498
-0.345,0.296,0.759,119.202,-0.427,13.733
-0.535,0.175,0.540,121.338,14.099,9.094
-0.526,0.116,0.693,135.925,93.262,-34.607
-0.292,0.138,1.255,131.653,124.878,-52.795
-0.099,0.323,1.396,97.412,108.215,-48.950
-0.110,0.402,1.216,83.740,64.636,-29.846
-0.300,0.368,0.672,89.844,-17.456,9.705
-0.417,0.282,0.501,124.817,-11.047,9.583
-0.477,0.086,0.755,134.521,32.349,-7.751
-0.354,0.075,1.041,105.713,126.038,-42.419
-0.081,0.258,1.345,85.022,127.991,-42.114
-0.051,0.326,1.306,68.787,58.411,-7.324
-0.147,0.286,0.959,66.284,27.954,13.123
-0.226,0.221,0.753,78.003,10.437,27.710
-0.373,0.066,0.719,99.487,21.667,18.250
-0.346,-0.007,0.964,130.188,81.116,-16.846
-0.098,-0.012,1.483,125.183,101.013,-27.588
-0.010,0.025,1.583,94.910,69.214,-17.151
-0.030,0.067,1.392,79.407,37.903,-0.427
-0.075,0.066,1.222,55.542,7.446,26.917
-0.152,-0.001,0.971,48.218,11.475,33.020
-0.185,-0.037,0.964,56.946,32.532,18.372
-0.120,-0.033,1.185,69.397,40.588,2.563
-0.044,-0.025,1.292,73.547,45.715,-5.310
0.024,-0.036,1.287,63.782,39.429,3.540
0.015,-0.056,1.194,41.870,20.691,24.231
-0.015,-0.096,0.986,34.668,13.306,31.128
-0.035,-0.114,0.902,36.011,3.784,36.438
-0.264,-0.084,0.879,46.509,2.136,35.522
-0.609,-0.003,1.214,89.172,48.279,10.925
-0.665,-0.144,2.447,89.966,111.023,-21.851
-0.140,-0.239,2.497,-7.568,119.141,-55.725
0.413,0.100,1.304,-50.842,28.015,-29.663
0.328,0.189,0.742,-42.114,-96.619,29.541
0.130,0.014,0.346,-17.761,-86.304,38.147
0.089,-0.089,0.403,30.823,-24.841,26.550
-0.036,-0.199,0.751,49.927,-7.507,19.653
-0.149,-0.233,0.984,62.744,14.893,8.484
-0.230,-0.285,1.345,53.589,30.151,0.122
-0.157,-0.270,1.372,15.320,37.659,-11.597
-0.007,-0.157,1.107,-0.244,23.499,-8.911
0.017,-0.120,0.931,-0.183,0.183,1.038
-0.019,-0.139,0.804,9.583,-1.221,0.061
-0.048,-0.166,0.857,22.705,11.902,-7.874
-0.067,-0.205,1.026,22.705,17.883,-10.925
-0.043,-0.189,1.120,13.794,15.808,-12.146
-0.028,-0.165,1.101,1.953,1.282,-3.662
-0.015,-0.151,0.979,1.221,-5.432,0.732
-0.023,-0.168,0.941,4.456,-9.277,2.686
-0.047,-0.212,0.954,11.353,-4.883,0.854
-0.057,-0.219,0.976,11.047,0.977,-0.793

-0.187,-0.256,1.857,-116.089,-21.912,-27.344
-0.118,-0.167,1.789,-159.058,-20.325,-25.146
-0.111,-0.031,1.625,-165.039,-32.410,-18.921
-0.222,-0.033,1.529,-160.034,-56.519,-8.606
-0.284,-0.057,1.505,-149.231,-72.266,-12.146
-0.358,-0.075,1.507,-149.170,-73.425,-16.968
-0.350,-0.063,1.507,-172.791,-61.096,-20.508
-0.302,0.004,1.397,-189.453,-56.702,-17.090
-0.281,0.050,1.316,-200.989,-64.697,-9.888
-0.249,0.094,1.201,-194.824,-73.975,-7.690
-0.252,0.077,1.185,-180.481,-87.952,-6.714
-0.218,0.042,1.160,-182.251,-87.646,-8.789
-0.179,0.054,1.123,-201.538,-83.374,-8.423
-0.108,0.076,1.004,-212.708,-81.360,-3.601
-0.074,0.083,0.847,-222.412,-81.543,3.235
-0.062,0.113,0.756,-210.510,-91.858,1.648
-0.075,0.130,0.651,-200.317,-95.825,1.831
-0.095,0.106,0.652,-201.538,-80.017,1.526
-0.051,0.138,0.630,-214.355,-64.453,0.732
-0.006,0.204,0.565,-223.938,-62.439,8.179
-0.036,0.248,0.385,-212.524,-76.111,15.625
-0.088,0.245,0.321,-185.669,-97.229,23.926
-0.182,0.239,0.263,-177.307,-96.985,25.024
-0.208,0.241,0.239,-176.147,-75.134,20.081
-0.203,0.307,0.221,-178.040,-64.209,17.212
-0.206,0.342,0.201,-176.270,-59.082,22.888
-0.260,0.379,0.106,-172.180,-61.707,27.832
-0.322,0.386,0.017,-159.302,-67.261,36.011
-0.495,0.395,-0.104,-150.146,-64.148,34.973
-0.547,0.410,-0.102,-138.184,-41.992,20.752
-0.522,0.496,-0.051,-139.282,-30.396,14.709
-0.455,0.549,-0.052,-149.353,-34.302,21.057
-0.387,0.608,-0.236,-155.029,-52.734,32.227
-0.385,0.607,-0.450,-156.921,-99.670,53.894
-0.542,0.578,-0.934,-135.315,-127.441,60.974
-0.704,0.417,-1.222,-65.308,-139.832,74.829
-0.728,0.399,-1.247,-41.321,-118.225,77.271
-0.723,0.400,-1.202,-0.671,-59.570,51.392
-0.661,0.476,-0.916,12.451,-32.532,32.410
-0.635,0.537,-0.735,26.245,3.174,9.216
-0.651,0.606,-0.462,30.334,17.944,5.249
-0.734,0.669,-0.322,36.926,40.649,-6.592
-0.731,0.686,-0.245,45.349,49.683,-14.404
-0.703,0.682,-0.171,59.875,52.246,-26.306
-0.700,0.668,-0.217,61.768,51.086,-29.785
-0.677,0.648,-0.267,60.608,57.739,-32.288
-0.560,0.615,-0.297,55.298,59.937,-29.358
-0.538,0.625,-0.351,43.823,49.438,-14.954
-0.596,0.642,-0.494,48.340,43.518,-10.071
-0.624,0.600,-0.502,77.271,42.114,-13.611
-0.616,0.579,-0.468,94.971,43.701,-19.165
-0.602,0.557,-0.429,121.460,53.406,-30.518
-0.500,0.525,-0.270,125.854,61.035,-34.241
-0.368,0.575,-0.160,118.408,62.622,-26.123
-0.358,0.592,-0.164,118.958,54.138,-14.465
-0.439,0.535,-0.138,149.963,36.743,0.366
-0.487,0.480,-0.067,188.721,45.593,-8.301
-0.453,0.390,0.232,194.092,61.340,-16.113
-0.375,0.397,0.422,170.471,80.872,-16.968
-0.276,0.471,0.660,151.978,75.562,-5.859
-0.292,0.478,0.656,134.888,49.438,21.240
-0.447,0.441,0.565,146.667,35.095,22.644
-0.525,0.393,0.599,180.908,35.461,0.061
-0.564,0.299,0.814,179.932,63.660,-15.930
-0.443,0.311,0.988,146.545,116.150,-39.551
-0.187,0.468,1.179,124.207,106.689,-29.663
-0.221,0.482,1.107,107.727,77.820,-6.226
-0.436,0.395,0.817,99.365,30.334,15.442
-0.498,0.379,0.755,123.840,38.879,-14.282
-0.454,0.314,0.883,129.211,62.195,-29.419
-0.371,0.329,0.934,112.793,95.276,-43.152
-0.226,0.396,0.965,108.887,84.290,-38.391
-0.225,0.375,0.925,109.619,33.081,-14.282
-0.378,0.278,0.729,109.680,18.799,-7.690
-0.460,0.225,0.725,114.441,48.096,-26.733
-0.379,0.211,0.998,114.502,82.825,-44.922
-0.255,0.265,1.139,105.774,116.516,-59.937
-0.077,0.376,1.291,99.854,101.013,-51.514
-0.070,0.407,1.210,80.750,36.072,-13.916
-0.195,0.398,0.760,79.773,7.629,2.502
-0.281,0.341,0.578,107.117,-5.371,7.202
-0.380,0.174,0.620,119.141,17.334,-2.136
-0.343,0.124,0.783,117.859,84.900,-28.625
-0.167,0.159,1.112,111.572,101.318,-35.583
-0.078,0.214,1.184,96.558,79.834,-21.606
-0.093,0.207,1.073,89.233,55.237,-6.348
-0.200,0.106,0.836,88.196,21.423,14.465
-0.242,0.036,0.854,95.154,25.696,12.146
-0.222,0.000,0.976,105.103,65.491,-12.939
-0.062,0.028,1.255,104.553,77.576,-20.020
-0.002,0.042,1.343,97.473,55.420,-7.935
-0.020,0.028,1.264,77.820,16.296,18.250
-0.096,-0.020,1.048,70.496,4.944,27.649
-0.141,-0.054,1.011,72.876,7.507,24.780
-0.151,-0.103,1.122,79.102,17.578,15.320
-0.122,-0.114,1.202,80.139,28.015,5.676
-0.086,-0.128,1.218,72.449,25.146,8.240
-0.085,-0.134,1.150,63.416,19.653,12.634
-0.080,-0.162,0.969,53.467,9.338,21.606
-0.079,-0.187,0.875,55.115,3.174,24.597
-0.176,-0.195,0.801,60.608,2.686,23.682
-0.428,-0.125,1.023,72.571,8.789,20.325
-0.732,-0.135,2.383,97.656,100.952,-20.630
-0.275,-0.234,2.701,14.343,156.067,-64.148
0.525,0.084,1.528,-32.227,66.650,-35.706
0.442,0.192,0.845,-41.809,-46.936,8.484
0.133,-0.059,0.332,-0.671,-110.718,50.781
0.071,-0.175,0.380,33.142,-31.555,36.560
-0.050,-0.277,0.734,50.049,-7.629,28.931
-0.158,-0.318,0.993,61.279,9.949,14.282
-0.226,-0.353,1.386,44.617,26.001,4.578
-0.140,-0.313,1.371,0.854,33.447,-2.747
-0.000,-0.202,1.010,-6.287,14.282,1.465
0.008,-0.186,0.852,2.014,-4.883,9.094
-0.025,-0.212,0.823,7.019,1.526,8.301
-0.052,-0.234,0.911,13.916,16.602,2.869
-0.086,-0.277,1.081,14.038,17.456,0.061
-0.073,-0.278,1.098,5.676,5.615,-2.075
-0.048,-0.231,1.014,0.549,-2.502,0.061

-0.237,-0.433,1.929,-64.941,-25.452,-26.794
-0.145,-0.387,2.007,-127.197,-19.836,-21.606
-0.057,-0.247,1.874,-153.076,-34.485,-14.954
-0.109,-0.149,1.632,-171.082,-68.848,-6.470
-0.168,-0.151,1.568,-163.574,-82.214,-5.859
-0.320,-0.232,1.583,-146.118,-98.328,-12.573
-0.366,-0.256,1.603,-178.772,-72.449,-23.010
-0.324,-0.152,1.526,-207.092,-56.519,-23.254
-0.298,-0.073,1.427,-239.624,-60.547,-10.010
-0.322,0.045,1.194,-239.502,-72.632,-3.784
-0.355,0.080,1.097,-220.215,-93.018,0.732
-0.428,0.062,1.047,-209.656,-96.802,0.183
-0.447,0.023,1.073,-209.900,-83.862,-5.493
-0.382,0.008,1.096,-218.994,-75.012,-11.292
-0.304,0.045,1.055,-233.948,-78.491,-17.212
-0.164,0.123,0.898,-233.154,-91.248,-14.038
-0.146,0.140,0.800,-219.482,-119.934,-4.578
-0.170,0.104,0.630,-213.806,-123.413,-4.456
-0.161,0.102,0.571,-215.698,-102.905,-13.550
-0.061,0.182,0.561,-215.576,-92.529,-17.944
-0.011,0.247,0.460,-211.182,-94.849,-9.094
-0.034,0.250,0.361,-208.008,-114.685,8.179
-0.096,0.236,0.187,-203.064,-116.211,10.437
-0.118,0.240,0.114,-197.449,-109.619,8.850
-0.145,0.263,0.095,-177.917,-94.849,0.610
-0.136,0.262,0.138,-165.710,-75.012,1.404
-0.130,0.260,0.161,-169.189,-67.200,5.066
-0.132,0.281,0.101,-175.659,-57.678,11.230
-0.203,0.342,-0.094,-171.570,-55.420,14.709
-0.283,0.356,-0.160,-150.146,-40.466,13.000
-0.380,0.385,-0.134,-138.306,-27.161,6.348
-0.402,0.420,-0.076,-122.681,-10.376,-6.165
-0.411,0.518,0.012,-121.399,-6.592,-10.620
-0.409,0.579,-0.015,-127.747,-8.972,-12.146
-0.427,0.666,-0.305,-129.944,-17.883,-6.714
-0.545,0.680,-0.814,-117.798,-45.959,12.756
-0.590,0.672,-1.033,-99.426,-58.960,25.940
-0.676,0.586,-1.275,-40.344,-87.158,67.505
-0.783,0.498,-1.301,10.742,-88.196,76.965
-0.922,0.444,-1.169,22.583,-67.566,62.073
-0.898,0.499,-1.029,28.442,0.427,20.447
-0.724,0.655,-0.672,28.198,33.142,4.089
-0.659,0.727,-0.520,41.077,57.007,-12.939
-0.588,0.789,-0.237,54.382,54.382,-15.137
-0.568,0.773,-0.116,66.956,43.030,-14.648
-0.580,0.726,-0.085,63.110,38.513,-14.465
-0.593,0.723,-0.180,53.955,38.757,-15.564
-0.591,0.708,-0.364,57.129,40.039,-15.930
-0.577,0.677,-0.397,70.740,35.889,-12.573
-0.554,0.641,-0.417,72.632,31.616,-8.301
-0.557,0.640,-0.459,72.876,24.475,2.502
-0.585,0.626,-0.567,78.430,26.245,5.127
-0.584,0.609,-0.575,104.736,36.865,-0.916
-0.540,0.562,-0.487,121.643,41.565,-5.249
-0.495,0.534,-0.380,150.208,46.570,-6.836
-0.371,0.477,-0.108,155.884,44.189,-2.441
-0.348,0.473,-0.006,149.475,35.034,18.494
-0.450,0.412,0.097,145.447,38.818,27.649
-0.505,0.375,0.170,150.085,68.176,13.000
-0.453,0.366,0.376,155.396,84.412,-2.319
-0.391,0.374,0.489,159.241,100.830,-15.198
-0.262,0.394,0.697,153.015,97.717,-10.254
-0.249,0.389,0.708,125.244,77.026,16.479
-0.366,0.344,0.581,120.300,68.298,22.644
-0.427,0.324,0.576,148.743,72.998,1.282
-0.426,0.246,0.765,163.635,87.830,-16.052
-0.350,0.274,0.876,165.100,105.103,-28.503
-0.153,0.360,0.981,157.227,89.600,-16.296
-0.156,0.353,0.897,125.549,18.738,28.564
-0.409,0.226,0.542,114.258,2.258,44.861
-0.538,0.140,0.472,128.845,45.227,13.306
-0.433,0.122,0.820,142.578,85.205,-20.325
-0.298,0.177,1.026,137.695,124.023,-39.001
-0.186,0.295,1.080,129.517,105.164,-25.391
-0.219,0.304,0.983,119.324,45.410,14.771
-0.427,0.143,0.841,110.962,39.429,27.100
-0.493,0.072,0.878,88.745,96.008,5.310
-0.380,0.144,1.109,90.881,120.361,-21.912
-0.282,0.235,1.238,115.356,105.713,-52.002
-0.183,0.321,1.302,117.310,83.435,-45.471
-0.185,0.337,1.182,95.642,42.969,-17.456
-0.220,0.363,0.779,87.219,28.442,-3.723
-0.281,0.332,0.619,95.215,28.625,13.306
-0.412,0.173,0.677,111.938,52.124,4.333
-0.361,0.120,0.907,147.522,105.103,-36.194
-0.167,0.107,1.360,152.039,111.572,-44.434
-0.106,0.104,1.441,132.996,81.604,-28.992
-0.076,0.073,1.281,117.920,56.824,-14.587
-0.105,0.047,1.132,101.501,27.466,9.460
-0.128,-0.027,1.044,101.929,31.738,11.292
-0.096,-0.056,1.104,108.826,52.856,-0.366
-0.009,-0.084,1.191,111.206,54.932,-2.930
0.008,-0.115,1.168,107.605,41.931,5.920
0.027,-0.192,1.017,102.051,35.828,12.146
0.037,-0.214,0.926,95.093,31.799,19.043
-0.222,-0.159,0.904,101.379,30.090,18.372
-1.003,0.001,1.761,137.634,128.113,-26.489
-0.500,-0.389,3.554,85.022,270.020,-91.309
0.687,-0.306,2.549,-56.396,121.704,-81.299
0.718,0.480,0.662,-24.170,-108.215,-5.737
0.342,0.267,0.382,23.682,-187.195,75.378
0.057,-0.227,0.386,0.427,-88.257,73.975
-0.003,-0.282,0.519,16.968,16.357,45.471
-0.300,-0.402,1.177,50.232,5.737,30.579
-0.348,-0.461,1.432,27.039,3.479,0.977
-0.106,-0.286,1.176,-8.301,8.850,-4.822
-0.029,-0.169,0.919,-19.287,-9.644,1.892
-0.051,-0.161,0.762,-5.432,-8.118,4.639
-0.067,-0.240,0.976,7.446,19.531,-1.648
-0.064,-0.245,1.079,1.038,19.409,-7.507
-0.036,-0.194,1.087,-3.845,10.803,-5.249
-0.023,-0.164,1.020,-7.568,-9.583,3.418
-0.037,-0.150,0.932,-4.883,-17.639,5.981
-0.054,-0.166,0.931,4.517,-16.113,5.859
-0.067,-0.208,0.971,8.179,-11.597,4.211
-0.068,-0.225,0.988,9.094,-7.141,2.380
-0.082,-0.244,0.994,6.775,-4.700,2.869
-0.088,-0.246,0.985,1.770,1.404,3.357
-0.083,-0.240,0.971,-0.122,3.235,2.197

-0.373,-0.309,1.782,-93.445,-8.484,-30.518
-0.291,-0.231,1.795,-137.939,0.183,-40.649
-0.160,-0.075,1.712,-148.437,-7.935,-38.086
-0.161,-0.048,1.655,-149.292,-38.879,-22.217
-0.255,-0.113,1.562,-149.048,-50.659,-17.395
-0.287,-0.143,1.533,-162.781,-54.016,-21.118
-0.259,-0.113,1.461,-172.363,-52.551,-23.926
-0.232,-0.080,1.406,-184.387,-57.434,-18.311
-0.228,-0.036,1.251,-186.340,-63.110,-12.939
-0.239,-0.013,1.185,-183.105,-70.435,-9.644
-0.219,0.050,1.106,-181.702,-69.336,-10.315
-0.198,0.076,1.087,-178.650,-71.045,-7.080
-0.166,0.094,1.054,-177.856,-75.684,-2.869
-0.173,0.096,1.025,-170.593,-92.529,3.418
-0.212,0.070,0.958,-167.114,-97.656,4.150
-0.215,0.066,0.912,-173.645,-92.163,1.221
-0.201,0.105,0.801,-178.894,-88.806,-0.366
-0.202,0.131,0.753,-183.166,-80.566,0.305
-0.209,0.175,0.678,-181.885,-75.562,0.610
-0.205,0.203,0.655,-173.889,-72.754,0.488
-0.211,0.234,0.608,-171.265,-76.294,3.784
-0.254,0.233,0.576,-170.166,-83.008,9.766
-0.336,0.233,0.538,-170.410,-79.163,7.507
-0.343,0.258,0.526,-177.429,-58.411,0.488
-0.318,0.326,0.489,-179.260,-50.964,-1.465
-0.314,0.382,0.487,-172.791,-54.016,-0.061
-0.319,0.387,0.482,-170.898,-55.908,3.174
-0.323,0.398,0.397,-174.133,-56.824,9.583
-0.350,0.410,0.334,-163.513,-68.970,8.606
-0.401,0.409,0.305,-156.677,-69.885,5.249
-0.379,0.405,0.303,-165.833,-50.049,1.587
-0.316,0.446,0.172,-173.767,-44.495,4.211
-0.336,0.463,0.060,-164.001,-60.791,8.972
-0.420,0.475,-0.066,-149.902,-67.200,5.859
-0.425,0.488,-0.082,-132.263,-57.678,-1.892
-0.419,0.524,-0.164,-131.653,-51.025,-2.625
-0.438,0.541,-0.245,-131.531,-46.875,2.075
-0.470,0.569,-0.463,-126.038,-52.429,4.761
-0.480,0.583,-0.594,-102.417,-78.430,17.822
-0.451,0.591,-0.853,-83.130,-95.337,32.715
-0.508,0.561,-1.075,-31.128,-135.254,78.613
-0.623,0.479,-1.178,3.479,-127.075,82.336
-0.788,0.404,-1.252,7.690,-94.604,64.087
-0.789,0.432,-1.186,14.404,0.671,21.179
-0.689,0.534,-0.789,23.254,41.260,4.883
-0.642,0.579,-0.567,43.518,71.594,-13.062
-0.578,0.675,-0.225,49.744,68.848,-15.076
-0.562,0.706,-0.132,48.462,51.147,-12.451
-0.583,0.729,-0.143,43.762,42.664,-9.460
-0.606,0.728,-0.218,44.495,35.095,-5.249
-0.646,0.716,-0.334,52.307,36.072,-5.615
-0.659,0.702,-0.358,70.557,48.340,-10.742
-0.629,0.659,-0.304,75.439,58.167,-14.465
-0.560,0.645,-0.245,67.749,67.078,-15.076
-0.470,0.695,-0.272,61.218,57.739,-7.812
-0.478,0.711,-0.351,71.960,28.931,11.719
-0.519,0.660,-0.459,89.844,18.372,17.517
-0.551,0.598,-0.455,129.028,15.198,18.555
-0.604,0.468,-0.326,137.939,29.602,14.771
-0.578,0.438,-0.199,128.357,75.439,2.991
-0.457,0.453,0.099,116.211,92.102,0.366
-0.411,0.482,0.175,103.760,94.055,6.165
-0.400,0.525,0.175,117.065,79.712,7.202
-0.421,0.456,0.224,174.622,40.100,8.057
-0.501,0.361,0.321,198.181,28.931,12.146
-0.594,0.255,0.484,189.453,67.139,5.859
-0.517,0.205,0.851,152.832,109.863,-6.104
-0.380,0.312,0.891,87.585,147.705,-19.531
-0.206,0.522,0.770,94.971,117.126,-17.090
-0.214,0.517,0.703,168.457,16.724,14.099
-0.518,0.233,0.642,193.542,-11.292,29.541
-0.679,0.086,0.682,156.067,44.495,6.958
-0.518,0.122,0.893,112.183,110.901,-22.339
-0.282,0.266,1.003,79.529,156.555,-43.457
-0.072,0.468,1.010,83.801,117.920,-34.668
-0.130,0.456,0.907,143.188,7.141,3.723
-0.386,0.259,0.635,162.354,-23.804,17.700
-0.533,0.144,0.570,153.015,12.268,11.719
-0.507,0.056,0.768,128.479,71.167,-9.644
-0.336,0.130,0.972,104.431,122.742,-31.982
-0.185,0.232,1.161,96.436,121.094,-42.725
-0.151,0.308,1.292,106.567,80.688,-29.724
-0.321,0.251,1.025,112.854,11.963,0.122
-0.382,0.227,0.834,108.276,3.662,10.437
-0.460,0.175,0.628,108.643,18.127,8.057
-0.458,0.143,0.687,106.140,77.271,-12.207
-0.263,-0.134,1.641,68.176,92.224,-26.611
-0.420,0.543,1.551,-9.827,75.500,-20.813
-0.169,0.424,0.640,87.585,78.552,-6.165
-0.170,0.132,0.887,159.119,46.631,6.653
-0.310,0.102,0.930,119.690,43.823,9.705
-0.311,0.085,0.928,100.647,60.425,2.258
-0.262,-0.038,1.236,114.319,62.134,-6.897
-0.254,-0.081,1.362,105.530,53.284,-11.353
-0.248,-0.031,1.247,85.449,45.654,-9.338
-0.235,0.011,1.110,69.885,34.058,-6.226
-0.196,0.016,0.990,76.477,34.302,-7.874
-0.167,0.003,1.022,83.374,39.246,-10.742
-0.108,-0.013,1.137,83.130,54.077,-11.902
-0.084,-0.028,1.182,75.317,51.331,-1.221
-0.082,-0.059,1.156,69.580,41.931,6.470
-0.093,-0.075,1.082,63.660,31.494,13.855
-0.097,-0.096,0.985,58.960,18.066,23.621
-0.141,-0.142,0.812,65.430,14.221,24.841
-0.943,-0.035,1.589,107.483,28.015,13.672
-1.100,-0.120,2.518,81.604,185.303,-70.618
0.240,-0.106,2.468,2.686,204.102,-98.083
0.616,0.209,1.586,-55.786,-37.231,-14.221
0.314,0.189,0.425,-24.475,-119.812,36.682
0.113,-0.036,0.320,18.860,-77.515,53.833
-0.055,-0.280,0.532,28.503,-28.381,38.208
-0.128,-0.307,0.763,45.227,13.794,11.719
-0.282,-0.325,1.283,39.063,22.217,1.282
-0.251,-0.294,1.405,-4.578,37.781,-14.526
-0.030,-0.127,1.156,-19.104,28.687,-14.221
0.035,-0.076,0.965,-10.010,-0.305,-1.404
0.020,-0.114,0.836,0.122,-2.136,4.150
-0.028,-0.161,0.902,9.583,5.920,6.226
-0.114,-0.211,1.053,9.460,6.042,4.761

